Date,adaptive_band,ma_crossover,adaptive_volatility_band,fear_greed_candle_volume
2023-02-01,0.0,0.012596845214870811,0.012596845214870811,0.0
2023-02-02,-0.020751912808939177,-0.020751912808939177,-0.0,-0.0
2023-02-03,-0.024957841483979726,-0.024957841483979726,-0.0,-0.0
2023-02-06,0.0020754064337598077,0.0020754064337598077,0.0,0.0
2023-02-07,0.0009204924634680367,0.0009204924634680367,0.0009204924634680367,0.0
2023-02-08,0.0024715484538453403,0.0024715484538453403,0.0024715484538453403,0.0
2023-02-09,-0.0,-0.007912390344590348,-0.007912390344590348,-0.0
2023-02-10,0.001907183725365691,0.001907183725365691,0.0,0.0
2023-02-13,-0.005076142131979822,-0.005076142131979822,-0.005076142131979822,-0.0
2023-02-14,0.000753710575139177,0.000753710575139177,0.000753710575139177,0.0
2023-02-15,-0.009964660216673638,-0.009964660216673638,-0.0,-0.0
2023-02-16,-0.0008192404470711567,-0.0008192404470711567,-0.0008192404470711567,-0.0
2023-02-17,0.002986822840409964,0.002986822840409964,0.0,0.0
2023-02-21,-0.003737008057923541,-0.003737008057923541,-0.0,-0.0
2023-02-22,-0.00562653850662298,-0.00562653850662298,-0.00562653850662298,-0.0
2023-02-23,-0.0005304727101261841,-0.0005304727101261841,-0.0005304727101261841,-0.0
2023-02-24,-0.0071946688683139914,-0.0071946688683139914,-0.0071946688683139914,-0.0
2023-02-27,0.0039204039204039365,0.0039204039204039365,0.0039204039204039365,0.0
2023-02-28,0.0045559434352997474,0.0045559434352997474,0.0045559434352997474,0.0
2023-03-01,0.0,0.0,0.0,0.0
2023-03-02,-0.0005856172405714899,-0.0,-0.0005856172405714899,-0.0
2023-03-03,0.0,0.0,0.010723075120121939,0.0
2023-03-06,-0.005043770653371249,-0.0,-0.0,-0.0
2023-03-07,-0.0,-0.0,-0.017480480130520948,-0.0
2023-03-08,-0.0004744395682600988,-0.0,-0.0,-0.0
2023-03-09,0.009849293936157633,0.0,0.009849293936157633,0.0
2023-03-10,0.0,0.0,0.021562867215041193,0.0
2023-03-13,0.022948179674469493,0.0,0.0,0.0
2023-03-14,-0.0,-0.0,-0.0,-0.0
2023-03-15,0.007804105638183456,0.0,0.007804105638183456,0.0
2023-03-16,0.0,0.0,0.0,0.0
2023-03-17,0.029120232961863834,0.0,0.029120232961863834,0.0
2023-03-20,0.0,0.0,0.0,0.0
2023-03-21,-0.018875108790252337,-0.0,-0.018875108790252337,-0.0
2023-03-22,0.0,0.0,0.01702056883073677,0.0
2023-03-23,0.012538159616223288,0.0,0.0,0.0
2023-03-24,-0.0,-0.0,-0.011252288144718459,-0.0
2023-03-27,-0.009256738361012928,-0.009256738361012928,-0.009256738361012928,-0.0
2023-03-28,0.008189062929376156,0.008189062929376156,0.008189062929376156,0.0
2023-03-29,-0.0,-0.004960750109027412,-0.004960750109027412,-0.0
2023-03-30,0.009039609927135261,0.009039609927135261,0.009039609927135261,0.0
2023-03-31,-0.0,-0.005212292322727796,-0.0,-0.0
2023-04-03,0.0072044536622639654,0.0072044536622639654,0.0,0.0
2023-04-04,0.0,0.018640945052563085,0.0,0.0
2023-04-05,-0.0007979572294923853,-0.0007979572294923853,-0.0,-0.0
2023-04-06,-0.0,-0.00713411063195446,-0.00713411063195446,-0.0
2023-04-10,-0.007399860582336881,-0.007399860582336881,-0.007399860582336881,-0.0
2023-04-11,0.006320566149856877,0.006320566149856877,0.006320566149856877,0.0
2023-04-12,0.004885119175434882,0.004885119175434882,0.004885119175434882,0.0
2023-04-13,0.0,0.01351567925637065,0.0,0.0
2023-04-14,-0.017710309930423662,-0.017710309930423662,-0.0,-0.0
2023-04-17,-0.0,-0.004453745438935508,-0.0,-0.0
2023-04-18,0.0038807739988142576,0.0038807739988142576,0.0038807739988142576,0.0
2023-04-19,-0.0047785234899327955,-0.0047785234899327955,-0.0047785234899327955,-0.0
2023-04-20,0.003938282261545023,0.003938282261545023,0.003938282261545023,0.0
2023-04-21,-0.0,-0.009887688752754031,-0.009887688752754031,-0.0
2023-04-24,0.0030393487109905415,0.0030393487109905415,0.0,0.0
2023-04-25,0.005086304853633372,0.005086304853633372,0.005086304853633372,0.0
2023-04-26,-0.0,-0.005437415881561214,-0.0,-0.0
2023-04-27,5.4130128829710245e-05,5.4130128829710245e-05,0.0,0.0
2023-04-28,0.0,0.0002706359945874315,0.0002706359945874315,0.0
